low-freq,tp,fn,fp,tn,accuracy,precision,recall
210,97,3,94,6,0.515,0.5078534031413613,0.97
211,97,3,94,6,0.515,0.5078534031413613,0.97
214,97,3,94,6,0.515,0.5078534031413613,0.97
215,97,3,94,6,0.515,0.5078534031413613,0.97
217,97,3,94,6,0.515,0.5078534031413613,0.97
218,97,3,94,6,0.515,0.5078534031413613,0.97
219,97,3,94,6,0.515,0.5078534031413613,0.97
224,97,3,94,6,0.515,0.5078534031413613,0.97
226,97,3,94,6,0.515,0.5078534031413613,0.97
228,97,3,94,6,0.515,0.5078534031413613,0.97
230,97,3,94,6,0.515,0.5078534031413613,0.97
231,97,3,94,6,0.515,0.5078534031413613,0.97
232,97,3,94,6,0.515,0.5078534031413613,0.97
234,97,3,94,6,0.515,0.5078534031413613,0.97
235,97,3,94,6,0.515,0.5078534031413613,0.97
236,97,3,94,6,0.515,0.5078534031413613,0.97
237,97,3,94,6,0.515,0.5078534031413613,0.97
239,97,3,94,6,0.515,0.5078534031413613,0.97
241,97,3,94,6,0.515,0.5078534031413613,0.97
242,97,3,94,6,0.515,0.5078534031413613,0.97
243,97,3,94,6,0.515,0.5078534031413613,0.97
244,97,3,94,6,0.515,0.5078534031413613,0.97
246,97,3,94,6,0.515,0.5078534031413613,0.97
247,97,3,94,6,0.515,0.5078534031413613,0.97
248,97,3,94,6,0.515,0.5078534031413613,0.97
250,97,3,94,6,0.515,0.5078534031413613,0.97
263,97,3,94,6,0.515,0.5078534031413613,0.97
264,97,3,94,6,0.515,0.5078534031413613,0.97
265,97,3,94,6,0.515,0.5078534031413613,0.97
268,97,3,94,6,0.515,0.5078534031413613,0.97
269,97,3,94,6,0.515,0.5078534031413613,0.97
273,97,3,94,6,0.515,0.5078534031413613,0.97
275,97,3,94,6,0.515,0.5078534031413613,0.97
284,97,3,94,6,0.515,0.5078534031413613,0.97
285,97,3,94,6,0.515,0.5078534031413613,0.97
286,97,3,94,6,0.515,0.5078534031413613,0.97
287,97,3,94,6,0.515,0.5078534031413613,0.97
290,97,3,94,6,0.515,0.5078534031413613,0.97
293,97,3,94,6,0.515,0.5078534031413613,0.97
294,97,3,94,6,0.515,0.5078534031413613,0.97
302,97,3,98,2,0.495,0.49743589743589745,0.97
314,97,3,98,2,0.495,0.49743589743589745,0.97
315,97,3,98,2,0.495,0.49743589743589745,0.97
324,97,3,99,1,0.49,0.49489795918367346,0.97
328,97,3,99,1,0.49,0.49489795918367346,0.97
333,97,3,99,1,0.49,0.49489795918367346,0.97
335,97,3,99,1,0.49,0.49489795918367346,0.97
343,97,3,99,1,0.49,0.49489795918367346,0.97
345,97,3,99,1,0.49,0.49489795918367346,0.97
346,97,3,99,1,0.49,0.49489795918367346,0.97
354,97,3,99,1,0.49,0.49489795918367346,0.97
359,97,3,99,1,0.49,0.49489795918367346,0.97
362,97,3,99,1,0.49,0.49489795918367346,0.97
364,97,3,99,1,0.49,0.49489795918367346,0.97
365,97,3,99,1,0.49,0.49489795918367346,0.97
366,97,3,99,1,0.49,0.49489795918367346,0.97
368,97,3,99,1,0.49,0.49489795918367346,0.97
371,97,3,99,1,0.49,0.49489795918367346,0.97
376,97,3,99,1,0.49,0.49489795918367346,0.97
382,97,3,99,1,0.49,0.49489795918367346,0.97
383,97,3,99,1,0.49,0.49489795918367346,0.97
390,96,4,99,1,0.485,0.49230769230769234,0.96
394,96,4,99,1,0.485,0.49230769230769234,0.96
397,96,4,99,1,0.485,0.49230769230769234,0.96
401,96,4,99,1,0.485,0.49230769230769234,0.96
403,96,4,99,1,0.485,0.49230769230769234,0.96
404,96,4,99,1,0.485,0.49230769230769234,0.96
408,96,4,99,1,0.485,0.49230769230769234,0.96
410,96,4,99,1,0.485,0.49230769230769234,0.96
423,96,4,99,1,0.485,0.49230769230769234,0.96
428,96,4,99,1,0.485,0.49230769230769234,0.96
431,96,4,99,1,0.485,0.49230769230769234,0.96
433,96,4,99,1,0.485,0.49230769230769234,0.96
436,96,4,99,1,0.485,0.49230769230769234,0.96
441,96,4,99,1,0.485,0.49230769230769234,0.96
444,96,4,99,1,0.485,0.49230769230769234,0.96
447,96,4,99,1,0.485,0.49230769230769234,0.96
448,96,4,99,1,0.485,0.49230769230769234,0.96
453,96,4,99,1,0.485,0.49230769230769234,0.96
466,96,4,99,1,0.485,0.49230769230769234,0.96
468,96,4,99,1,0.485,0.49230769230769234,0.96
473,96,4,99,1,0.485,0.49230769230769234,0.96
476,96,4,99,1,0.485,0.49230769230769234,0.96
478,96,4,99,1,0.485,0.49230769230769234,0.96
484,96,4,99,1,0.485,0.49230769230769234,0.96
487,96,4,99,1,0.485,0.49230769230769234,0.96
507,96,4,99,1,0.485,0.49230769230769234,0.96
512,96,4,99,1,0.485,0.49230769230769234,0.96
530,96,4,99,1,0.485,0.49230769230769234,0.96
533,96,4,99,1,0.485,0.49230769230769234,0.96
535,96,4,99,1,0.485,0.49230769230769234,0.96
549,96,4,99,1,0.485,0.49230769230769234,0.96
556,96,4,98,2,0.49,0.4948453608247423,0.96
562,96,4,98,2,0.49,0.4948453608247423,0.96
580,96,4,98,2,0.49,0.4948453608247423,0.96
581,95,5,98,2,0.485,0.49222797927461137,0.95
586,95,5,98,2,0.485,0.49222797927461137,0.95
598,94,6,98,2,0.48,0.4895833333333333,0.94
599,94,6,98,2,0.48,0.4895833333333333,0.94
604,94,6,98,2,0.48,0.4895833333333333,0.94
616,94,6,98,2,0.48,0.4895833333333333,0.94
642,94,6,98,2,0.48,0.4895833333333333,0.94
670,92,8,97,3,0.475,0.48677248677248675,0.92
708,91,9,97,3,0.47,0.48404255319148937,0.91
724,91,9,97,3,0.47,0.48404255319148937,0.91
732,91,9,97,3,0.47,0.48404255319148937,0.91
749,91,9,97,3,0.47,0.48404255319148937,0.91
750,91,9,97,3,0.47,0.48404255319148937,0.91
755,91,9,97,3,0.47,0.48404255319148937,0.91
760,91,9,97,3,0.47,0.48404255319148937,0.91
770,91,9,97,3,0.47,0.48404255319148937,0.91
775,91,9,97,3,0.47,0.48404255319148937,0.91
806,91,9,97,3,0.47,0.48404255319148937,0.91
813,91,9,97,3,0.47,0.48404255319148937,0.91
866,90,10,96,4,0.47,0.4838709677419355,0.9
885,88,12,96,4,0.46,0.4782608695652174,0.88
898,88,12,96,4,0.46,0.4782608695652174,0.88
934,88,12,96,4,0.46,0.4782608695652174,0.88
957,84,16,96,4,0.44,0.4666666666666667,0.84
963,84,16,96,4,0.44,0.4666666666666667,0.84
989,84,16,96,4,0.44,0.4666666666666667,0.84
998,79,21,96,4,0.415,0.4514285714285714,0.79
1056,79,21,96,4,0.415,0.4514285714285714,0.79
1075,79,21,96,4,0.415,0.4514285714285714,0.79
1100,79,21,96,4,0.415,0.4514285714285714,0.79
1174,79,21,96,4,0.415,0.4514285714285714,0.79
1188,79,21,96,4,0.415,0.4514285714285714,0.79
1254,79,21,96,4,0.415,0.4514285714285714,0.79
1264,77,23,92,8,0.425,0.4556213017751479,0.77
1265,77,23,92,8,0.425,0.4556213017751479,0.77
1309,77,23,92,8,0.425,0.4556213017751479,0.77
1320,77,23,92,8,0.425,0.4556213017751479,0.77
1324,77,23,92,8,0.425,0.4556213017751479,0.77
1336,73,27,92,8,0.405,0.44242424242424244,0.73
1497,73,27,92,8,0.405,0.44242424242424244,0.73
1557,74,26,100,0,0.37,0.42528735632183906,0.74
1718,74,26,100,0,0.37,0.42528735632183906,0.74
1749,66,34,100,0,0.33,0.39759036144578314,0.66
1915,50,50,100,0,0.25,0.3333333333333333,0.5
2078,50,50,100,0,0.25,0.3333333333333333,0.5
2346,50,50,100,0,0.25,0.3333333333333333,0.5
2351,50,50,100,0,0.25,0.3333333333333333,0.5
2481,50,50,100,0,0.25,0.3333333333333333,0.5
