high-freq,tp,fn,fp,tn,accuracy,precision,recall
273,95,5,33,67,0.81,0.7421875,0.95
269,95,5,33,67,0.81,0.7421875,0.95
268,95,5,33,67,0.81,0.7421875,0.95
267,95,5,33,67,0.81,0.7421875,0.95
264,95,5,33,67,0.81,0.7421875,0.95
263,95,5,33,67,0.81,0.7421875,0.95
259,95,5,33,67,0.81,0.7421875,0.95
250,95,5,33,67,0.81,0.7421875,0.95
249,95,5,33,67,0.81,0.7421875,0.95
247,95,5,33,67,0.81,0.7421875,0.95
246,95,5,33,67,0.81,0.7421875,0.95
245,95,5,33,67,0.81,0.7421875,0.95
244,95,5,33,67,0.81,0.7421875,0.95
243,95,5,33,67,0.81,0.7421875,0.95
241,95,5,33,67,0.81,0.7421875,0.95
239,95,5,33,67,0.81,0.7421875,0.95
237,95,5,32,68,0.815,0.7480314960629921,0.95
236,95,5,32,68,0.815,0.7480314960629921,0.95
235,95,5,32,68,0.815,0.7480314960629921,0.95
234,95,5,32,68,0.815,0.7480314960629921,0.95
232,95,5,32,68,0.815,0.7480314960629921,0.95
231,95,5,33,67,0.81,0.7421875,0.95
230,95,5,33,67,0.81,0.7421875,0.95
228,95,5,33,67,0.81,0.7421875,0.95
226,95,5,32,68,0.815,0.7480314960629921,0.95
224,95,5,32,68,0.815,0.7480314960629921,0.95
223,95,5,32,68,0.815,0.7480314960629921,0.95
219,95,5,32,68,0.815,0.7480314960629921,0.95
217,95,5,32,68,0.815,0.7480314960629921,0.95
215,95,5,32,68,0.815,0.7480314960629921,0.95
214,95,5,32,68,0.815,0.7480314960629921,0.95
213,95,5,32,68,0.815,0.7480314960629921,0.95
212,95,5,32,68,0.815,0.7480314960629921,0.95
211,95,5,31,69,0.82,0.753968253968254,0.95
210,94,6,31,69,0.815,0.752,0.94
208,94,6,31,69,0.815,0.752,0.94
205,94,6,31,69,0.815,0.752,0.94
204,94,6,31,69,0.815,0.752,0.94
203,94,6,31,69,0.815,0.752,0.94
201,94,6,31,69,0.815,0.752,0.94
200,94,6,31,69,0.815,0.752,0.94
198,94,6,31,69,0.815,0.752,0.94
197,94,6,31,69,0.815,0.752,0.94
194,94,6,31,69,0.815,0.752,0.94
192,94,6,31,69,0.815,0.752,0.94
191,94,6,31,69,0.815,0.752,0.94
190,94,6,31,69,0.815,0.752,0.94
188,94,6,31,69,0.815,0.752,0.94
187,94,6,31,69,0.815,0.752,0.94
186,94,6,31,69,0.815,0.752,0.94
185,94,6,31,69,0.815,0.752,0.94
183,94,6,31,69,0.815,0.752,0.94
182,94,6,31,69,0.815,0.752,0.94
181,94,6,31,69,0.815,0.752,0.94
180,94,6,31,69,0.815,0.752,0.94
178,94,6,31,69,0.815,0.752,0.94
176,94,6,31,69,0.815,0.752,0.94
175,94,6,31,69,0.815,0.752,0.94
173,94,6,31,69,0.815,0.752,0.94
172,94,6,31,69,0.815,0.752,0.94
170,94,6,31,69,0.815,0.752,0.94
169,94,6,31,69,0.815,0.752,0.94
168,94,6,31,69,0.815,0.752,0.94
167,94,6,31,69,0.815,0.752,0.94
166,94,6,31,69,0.815,0.752,0.94
165,94,6,31,69,0.815,0.752,0.94
163,94,6,31,69,0.815,0.752,0.94
162,94,6,31,69,0.815,0.752,0.94
161,94,6,31,69,0.815,0.752,0.94
160,94,6,31,69,0.815,0.752,0.94
159,94,6,31,69,0.815,0.752,0.94
158,94,6,31,69,0.815,0.752,0.94
157,94,6,30,70,0.82,0.7580645161290323,0.94
155,94,6,30,70,0.82,0.7580645161290323,0.94
154,94,6,30,70,0.82,0.7580645161290323,0.94
153,94,6,30,70,0.82,0.7580645161290323,0.94
152,94,6,31,69,0.815,0.752,0.94
151,94,6,31,69,0.815,0.752,0.94
150,94,6,31,69,0.815,0.752,0.94
149,94,6,31,69,0.815,0.752,0.94
148,94,6,31,69,0.815,0.752,0.94
146,94,6,32,68,0.81,0.746031746031746,0.94
145,94,6,32,68,0.81,0.746031746031746,0.94
142,94,6,32,68,0.81,0.746031746031746,0.94
141,94,6,32,68,0.81,0.746031746031746,0.94
139,94,6,32,68,0.81,0.746031746031746,0.94
138,94,6,32,68,0.81,0.746031746031746,0.94
137,94,6,32,68,0.81,0.746031746031746,0.94
135,94,6,32,68,0.81,0.746031746031746,0.94
134,94,6,32,68,0.81,0.746031746031746,0.94
133,94,6,32,68,0.81,0.746031746031746,0.94
132,94,6,32,68,0.81,0.746031746031746,0.94
131,94,6,31,69,0.815,0.752,0.94
130,94,6,31,69,0.815,0.752,0.94
129,94,6,31,69,0.815,0.752,0.94
127,94,6,31,69,0.815,0.752,0.94
126,94,6,31,69,0.815,0.752,0.94
125,94,6,31,69,0.815,0.752,0.94
124,94,6,31,69,0.815,0.752,0.94
123,94,6,31,69,0.815,0.752,0.94
122,94,6,31,69,0.815,0.752,0.94
121,94,6,31,69,0.815,0.752,0.94
120,94,6,31,69,0.815,0.752,0.94
119,94,6,31,69,0.815,0.752,0.94
118,94,6,31,69,0.815,0.752,0.94
117,94,6,31,69,0.815,0.752,0.94
116,94,6,31,69,0.815,0.752,0.94
115,93,7,31,69,0.81,0.75,0.93
114,93,7,31,69,0.81,0.75,0.93
113,93,7,31,69,0.81,0.75,0.93
112,93,7,31,69,0.81,0.75,0.93
111,93,7,31,69,0.81,0.75,0.93
110,93,7,31,69,0.81,0.75,0.93
109,93,7,31,69,0.81,0.75,0.93
108,93,7,31,69,0.81,0.75,0.93
107,93,7,31,69,0.81,0.75,0.93
106,93,7,31,69,0.81,0.75,0.93
105,93,7,31,69,0.81,0.75,0.93
104,93,7,31,69,0.81,0.75,0.93
103,93,7,31,69,0.81,0.75,0.93
102,93,7,30,70,0.815,0.7560975609756098,0.93
101,93,7,30,70,0.815,0.7560975609756098,0.93
100,93,7,31,69,0.81,0.75,0.93
99,93,7,31,69,0.81,0.75,0.93
98,93,7,31,69,0.81,0.75,0.93
97,93,7,31,69,0.81,0.75,0.93
96,93,7,32,68,0.805,0.744,0.93
95,93,7,32,68,0.805,0.744,0.93
94,93,7,31,69,0.81,0.75,0.93
93,92,8,31,69,0.805,0.7479674796747967,0.92
92,92,8,31,69,0.805,0.7479674796747967,0.92
91,92,8,31,69,0.805,0.7479674796747967,0.92
90,92,8,30,70,0.81,0.7540983606557377,0.92
89,92,8,30,70,0.81,0.7540983606557377,0.92
88,92,8,30,70,0.81,0.7540983606557377,0.92
87,92,8,30,70,0.81,0.7540983606557377,0.92
86,92,8,30,70,0.81,0.7540983606557377,0.92
85,92,8,30,70,0.81,0.7540983606557377,0.92
84,92,8,30,70,0.81,0.7540983606557377,0.92
83,93,7,30,70,0.815,0.7560975609756098,0.93
82,93,7,30,70,0.815,0.7560975609756098,0.93
81,93,7,29,71,0.82,0.7622950819672131,0.93
80,93,7,29,71,0.82,0.7622950819672131,0.93
79,93,7,29,71,0.82,0.7622950819672131,0.93
78,93,7,29,71,0.82,0.7622950819672131,0.93
77,93,7,29,71,0.82,0.7622950819672131,0.93
76,93,7,29,71,0.82,0.7622950819672131,0.93
75,93,7,29,71,0.82,0.7622950819672131,0.93
74,93,7,29,71,0.82,0.7622950819672131,0.93
73,93,7,29,71,0.82,0.7622950819672131,0.93
72,93,7,29,71,0.82,0.7622950819672131,0.93
71,93,7,29,71,0.82,0.7622950819672131,0.93
70,93,7,29,71,0.82,0.7622950819672131,0.93
69,93,7,29,71,0.82,0.7622950819672131,0.93
68,93,7,29,71,0.82,0.7622950819672131,0.93
67,93,7,29,71,0.82,0.7622950819672131,0.93
66,93,7,29,71,0.82,0.7622950819672131,0.93
65,93,7,29,71,0.82,0.7622950819672131,0.93
64,93,7,29,71,0.82,0.7622950819672131,0.93
63,93,7,29,71,0.82,0.7622950819672131,0.93
62,93,7,29,71,0.82,0.7622950819672131,0.93
61,93,7,29,71,0.82,0.7622950819672131,0.93
60,93,7,29,71,0.82,0.7622950819672131,0.93
59,93,7,29,71,0.82,0.7622950819672131,0.93
58,93,7,29,71,0.82,0.7622950819672131,0.93
57,93,7,29,71,0.82,0.7622950819672131,0.93
56,93,7,29,71,0.82,0.7622950819672131,0.93
55,93,7,29,71,0.82,0.7622950819672131,0.93
54,93,7,29,71,0.82,0.7622950819672131,0.93
53,93,7,29,71,0.82,0.7622950819672131,0.93
52,93,7,29,71,0.82,0.7622950819672131,0.93
51,93,7,29,71,0.82,0.7622950819672131,0.93
50,93,7,29,71,0.82,0.7622950819672131,0.93
49,93,7,29,71,0.82,0.7622950819672131,0.93
48,93,7,29,71,0.82,0.7622950819672131,0.93
47,93,7,29,71,0.82,0.7622950819672131,0.93
46,93,7,29,71,0.82,0.7622950819672131,0.93
45,93,7,30,70,0.815,0.7560975609756098,0.93
44,93,7,30,70,0.815,0.7560975609756098,0.93
43,92,8,30,70,0.81,0.7540983606557377,0.92
42,94,6,30,70,0.82,0.7580645161290323,0.94
41,93,7,30,70,0.815,0.7560975609756098,0.93
40,93,7,30,70,0.815,0.7560975609756098,0.93
39,93,7,29,71,0.82,0.7622950819672131,0.93
38,93,7,29,71,0.82,0.7622950819672131,0.93
37,93,7,29,71,0.82,0.7622950819672131,0.93
36,93,7,29,71,0.82,0.7622950819672131,0.93
35,93,7,29,71,0.82,0.7622950819672131,0.93
34,93,7,29,71,0.82,0.7622950819672131,0.93
33,93,7,29,71,0.82,0.7622950819672131,0.93
32,93,7,30,70,0.815,0.7560975609756098,0.93
31,92,8,30,70,0.81,0.7540983606557377,0.92
30,92,8,29,71,0.815,0.7603305785123967,0.92
29,92,8,29,71,0.815,0.7603305785123967,0.92
28,92,8,29,71,0.815,0.7603305785123967,0.92
27,92,8,28,72,0.82,0.7666666666666667,0.92
26,92,8,28,72,0.82,0.7666666666666667,0.92
25,91,9,28,72,0.815,0.7647058823529411,0.91
24,91,9,27,73,0.82,0.7711864406779662,0.91
23,92,8,27,73,0.825,0.773109243697479,0.92
22,92,8,27,73,0.825,0.773109243697479,0.92
21,88,12,26,74,0.81,0.7719298245614035,0.88
20,87,13,27,73,0.8,0.7631578947368421,0.87
19,85,15,27,73,0.79,0.7589285714285714,0.85
18,84,16,27,73,0.785,0.7567567567567568,0.84
17,83,17,27,73,0.78,0.7545454545454545,0.83
16,83,17,26,74,0.785,0.7614678899082569,0.83
15,82,18,29,71,0.765,0.7387387387387387,0.82
14,80,20,29,71,0.755,0.7339449541284404,0.8
13,79,21,31,69,0.74,0.7181818181818181,0.79
12,80,20,30,70,0.75,0.7272727272727273,0.8
11,75,25,31,69,0.72,0.7075471698113207,0.75
10,73,27,33,67,0.7,0.6886792452830188,0.73
9,69,31,34,66,0.675,0.6699029126213593,0.69
8,67,33,35,65,0.66,0.6568627450980392,0.67
7,68,32,33,67,0.675,0.6732673267326733,0.68
6,65,35,38,62,0.635,0.6310679611650486,0.65
5,59,41,37,63,0.61,0.6145833333333334,0.59
4,50,50,40,60,0.55,0.5555555555555556,0.5
3,42,58,44,56,0.49,0.4883720930232558,0.42
2,38,62,54,46,0.42,0.41304347826086957,0.38
