low-freq,tp,fn,fp,tn,accuracy,precision,recall
44,99,1,87,13,0.56,0.532258064516129,0.99
45,99,1,87,13,0.56,0.532258064516129,0.99
46,99,1,87,13,0.56,0.532258064516129,0.99
47,99,1,87,13,0.56,0.532258064516129,0.99
48,99,1,86,14,0.565,0.5351351351351351,0.99
49,99,1,86,14,0.565,0.5351351351351351,0.99
50,99,1,86,14,0.565,0.5351351351351351,0.99
51,99,1,86,14,0.565,0.5351351351351351,0.99
52,99,1,85,15,0.57,0.5380434782608695,0.99
53,99,1,85,15,0.57,0.5380434782608695,0.99
54,99,1,85,15,0.57,0.5380434782608695,0.99
55,99,1,82,18,0.585,0.5469613259668509,0.99
56,99,1,82,18,0.585,0.5469613259668509,0.99
57,99,1,80,20,0.595,0.553072625698324,0.99
58,99,1,80,20,0.595,0.553072625698324,0.99
59,99,1,80,20,0.595,0.553072625698324,0.99
60,99,1,80,20,0.595,0.553072625698324,0.99
61,99,1,80,20,0.595,0.553072625698324,0.99
62,99,1,82,18,0.585,0.5469613259668509,0.99
63,98,2,82,18,0.58,0.5444444444444444,0.98
64,98,2,82,18,0.58,0.5444444444444444,0.98
65,98,2,82,18,0.58,0.5444444444444444,0.98
66,97,3,81,19,0.58,0.5449438202247191,0.97
67,97,3,81,19,0.58,0.5449438202247191,0.97
68,97,3,81,19,0.58,0.5449438202247191,0.97
69,97,3,81,19,0.58,0.5449438202247191,0.97
70,97,3,81,19,0.58,0.5449438202247191,0.97
71,97,3,81,19,0.58,0.5449438202247191,0.97
72,97,3,81,19,0.58,0.5449438202247191,0.97
73,97,3,81,19,0.58,0.5449438202247191,0.97
74,97,3,81,19,0.58,0.5449438202247191,0.97
75,97,3,83,17,0.57,0.5388888888888889,0.97
76,97,3,83,17,0.57,0.5388888888888889,0.97
77,97,3,83,17,0.57,0.5388888888888889,0.97
78,97,3,83,17,0.57,0.5388888888888889,0.97
79,97,3,83,17,0.57,0.5388888888888889,0.97
80,97,3,85,15,0.56,0.532967032967033,0.97
81,97,3,85,15,0.56,0.532967032967033,0.97
82,97,3,84,16,0.565,0.5359116022099447,0.97
83,97,3,84,16,0.565,0.5359116022099447,0.97
84,97,3,84,16,0.565,0.5359116022099447,0.97
85,97,3,84,16,0.565,0.5359116022099447,0.97
86,97,3,84,16,0.565,0.5359116022099447,0.97
87,97,3,84,16,0.565,0.5359116022099447,0.97
88,97,3,85,15,0.56,0.532967032967033,0.97
89,97,3,85,15,0.56,0.532967032967033,0.97
90,97,3,85,15,0.56,0.532967032967033,0.97
91,97,3,84,16,0.565,0.5359116022099447,0.97
92,98,2,84,16,0.57,0.5384615384615384,0.98
93,98,2,84,16,0.57,0.5384615384615384,0.98
94,98,2,84,16,0.57,0.5384615384615384,0.98
95,98,2,84,16,0.57,0.5384615384615384,0.98
96,98,2,84,16,0.57,0.5384615384615384,0.98
97,98,2,84,16,0.57,0.5384615384615384,0.98
98,98,2,87,13,0.555,0.5297297297297298,0.98
99,98,2,87,13,0.555,0.5297297297297298,0.98
100,98,2,87,13,0.555,0.5297297297297298,0.98
101,98,2,87,13,0.555,0.5297297297297298,0.98
102,98,2,87,13,0.555,0.5297297297297298,0.98
103,98,2,86,14,0.56,0.532608695652174,0.98
104,98,2,86,14,0.56,0.532608695652174,0.98
105,98,2,86,14,0.56,0.532608695652174,0.98
106,97,3,86,14,0.555,0.5300546448087432,0.97
107,97,3,85,15,0.56,0.532967032967033,0.97
108,97,3,85,15,0.56,0.532967032967033,0.97
110,97,3,85,15,0.56,0.532967032967033,0.97
111,97,3,85,15,0.56,0.532967032967033,0.97
113,97,3,85,15,0.56,0.532967032967033,0.97
114,97,3,85,15,0.56,0.532967032967033,0.97
115,97,3,85,15,0.56,0.532967032967033,0.97
116,97,3,85,15,0.56,0.532967032967033,0.97
117,97,3,85,15,0.56,0.532967032967033,0.97
118,97,3,85,15,0.56,0.532967032967033,0.97
119,97,3,85,15,0.56,0.532967032967033,0.97
120,97,3,85,15,0.56,0.532967032967033,0.97
121,97,3,85,15,0.56,0.532967032967033,0.97
122,97,3,85,15,0.56,0.532967032967033,0.97
123,97,3,85,15,0.56,0.532967032967033,0.97
124,97,3,85,15,0.56,0.532967032967033,0.97
125,97,3,85,15,0.56,0.532967032967033,0.97
126,97,3,85,15,0.56,0.532967032967033,0.97
127,97,3,85,15,0.56,0.532967032967033,0.97
128,97,3,85,15,0.56,0.532967032967033,0.97
129,97,3,85,15,0.56,0.532967032967033,0.97
130,97,3,85,15,0.56,0.532967032967033,0.97
131,97,3,85,15,0.56,0.532967032967033,0.97
132,97,3,85,15,0.56,0.532967032967033,0.97
133,97,3,85,15,0.56,0.532967032967033,0.97
134,97,3,85,15,0.56,0.532967032967033,0.97
135,97,3,85,15,0.56,0.532967032967033,0.97
136,97,3,85,15,0.56,0.532967032967033,0.97
137,97,3,85,15,0.56,0.532967032967033,0.97
138,97,3,85,15,0.56,0.532967032967033,0.97
139,97,3,85,15,0.56,0.532967032967033,0.97
140,97,3,85,15,0.56,0.532967032967033,0.97
141,97,3,85,15,0.56,0.532967032967033,0.97
142,97,3,85,15,0.56,0.532967032967033,0.97
143,97,3,85,15,0.56,0.532967032967033,0.97
144,97,3,85,15,0.56,0.532967032967033,0.97
145,97,3,85,15,0.56,0.532967032967033,0.97
146,97,3,85,15,0.56,0.532967032967033,0.97
148,97,3,85,15,0.56,0.532967032967033,0.97
149,97,3,85,15,0.56,0.532967032967033,0.97
150,97,3,85,15,0.56,0.532967032967033,0.97
151,97,3,85,15,0.56,0.532967032967033,0.97
152,97,3,86,14,0.555,0.5300546448087432,0.97
153,97,3,86,14,0.555,0.5300546448087432,0.97
154,97,3,86,14,0.555,0.5300546448087432,0.97
156,97,3,89,11,0.54,0.521505376344086,0.97
157,97,3,89,11,0.54,0.521505376344086,0.97
158,97,3,89,11,0.54,0.521505376344086,0.97
160,97,3,89,11,0.54,0.521505376344086,0.97
162,97,3,89,11,0.54,0.521505376344086,0.97
163,97,3,89,11,0.54,0.521505376344086,0.97
165,97,3,89,11,0.54,0.521505376344086,0.97
166,97,3,89,11,0.54,0.521505376344086,0.97
167,97,3,89,11,0.54,0.521505376344086,0.97
168,97,3,89,11,0.54,0.521505376344086,0.97
169,97,3,89,11,0.54,0.521505376344086,0.97
170,97,3,89,11,0.54,0.521505376344086,0.97
171,97,3,89,11,0.54,0.521505376344086,0.97
172,97,3,89,11,0.54,0.521505376344086,0.97
173,97,3,89,11,0.54,0.521505376344086,0.97
175,97,3,89,11,0.54,0.521505376344086,0.97
176,97,3,89,11,0.54,0.521505376344086,0.97
177,97,3,89,11,0.54,0.521505376344086,0.97
178,97,3,89,11,0.54,0.521505376344086,0.97
180,97,3,89,11,0.54,0.521505376344086,0.97
185,97,3,89,11,0.54,0.521505376344086,0.97
188,97,3,89,11,0.54,0.521505376344086,0.97
189,97,3,89,11,0.54,0.521505376344086,0.97
190,97,3,89,11,0.54,0.521505376344086,0.97
191,97,3,89,11,0.54,0.521505376344086,0.97
192,97,3,89,11,0.54,0.521505376344086,0.97
194,97,3,89,11,0.54,0.521505376344086,0.97
195,97,3,89,11,0.54,0.521505376344086,0.97
198,97,3,88,12,0.545,0.5243243243243243,0.97
200,97,3,88,12,0.545,0.5243243243243243,0.97
203,97,3,88,12,0.545,0.5243243243243243,0.97
207,97,3,88,12,0.545,0.5243243243243243,0.97
208,97,3,88,12,0.545,0.5243243243243243,0.97
211,97,3,88,12,0.545,0.5243243243243243,0.97
212,97,3,87,13,0.55,0.5271739130434783,0.97
215,97,3,87,13,0.55,0.5271739130434783,0.97
217,97,3,87,13,0.55,0.5271739130434783,0.97
218,97,3,87,13,0.55,0.5271739130434783,0.97
219,97,3,87,13,0.55,0.5271739130434783,0.97
225,97,3,87,13,0.55,0.5271739130434783,0.97
226,97,3,87,13,0.55,0.5271739130434783,0.97
227,97,3,87,13,0.55,0.5271739130434783,0.97
228,97,3,87,13,0.55,0.5271739130434783,0.97
229,97,3,87,13,0.55,0.5271739130434783,0.97
230,97,3,87,13,0.55,0.5271739130434783,0.97
232,97,3,86,14,0.555,0.5300546448087432,0.97
233,97,3,86,14,0.555,0.5300546448087432,0.97
234,97,3,86,14,0.555,0.5300546448087432,0.97
236,97,3,86,14,0.555,0.5300546448087432,0.97
237,97,3,86,14,0.555,0.5300546448087432,0.97
238,97,3,86,14,0.555,0.5300546448087432,0.97
239,97,3,86,14,0.555,0.5300546448087432,0.97
240,97,3,86,14,0.555,0.5300546448087432,0.97
241,97,3,86,14,0.555,0.5300546448087432,0.97
243,97,3,86,14,0.555,0.5300546448087432,0.97
244,97,3,86,14,0.555,0.5300546448087432,0.97
245,97,3,86,14,0.555,0.5300546448087432,0.97
247,97,3,86,14,0.555,0.5300546448087432,0.97
249,97,3,86,14,0.555,0.5300546448087432,0.97
253,97,3,86,14,0.555,0.5300546448087432,0.97
255,97,3,86,14,0.555,0.5300546448087432,0.97
256,97,3,86,14,0.555,0.5300546448087432,0.97
259,97,3,86,14,0.555,0.5300546448087432,0.97
262,97,3,86,14,0.555,0.5300546448087432,0.97
263,97,3,86,14,0.555,0.5300546448087432,0.97
265,96,4,84,16,0.56,0.5333333333333333,0.96
266,96,4,84,16,0.56,0.5333333333333333,0.96
271,96,4,84,16,0.56,0.5333333333333333,0.96
273,96,4,84,16,0.56,0.5333333333333333,0.96
275,96,4,83,17,0.565,0.5363128491620112,0.96
276,96,4,83,17,0.565,0.5363128491620112,0.96
280,96,4,84,16,0.56,0.5333333333333333,0.96
286,96,4,84,16,0.56,0.5333333333333333,0.96
287,96,4,84,16,0.56,0.5333333333333333,0.96
293,96,4,84,16,0.56,0.5333333333333333,0.96
294,96,4,84,16,0.56,0.5333333333333333,0.96
297,96,4,84,16,0.56,0.5333333333333333,0.96
300,96,4,84,16,0.56,0.5333333333333333,0.96
312,96,4,84,16,0.56,0.5333333333333333,0.96
314,96,4,84,16,0.56,0.5333333333333333,0.96
315,96,4,84,16,0.56,0.5333333333333333,0.96
317,96,4,84,16,0.56,0.5333333333333333,0.96
318,96,4,84,16,0.56,0.5333333333333333,0.96
326,96,4,84,16,0.56,0.5333333333333333,0.96
328,96,4,84,16,0.56,0.5333333333333333,0.96
330,96,4,84,16,0.56,0.5333333333333333,0.96
333,96,4,84,16,0.56,0.5333333333333333,0.96
343,96,4,84,16,0.56,0.5333333333333333,0.96
344,96,4,84,16,0.56,0.5333333333333333,0.96
345,96,4,84,16,0.56,0.5333333333333333,0.96
346,96,4,84,16,0.56,0.5333333333333333,0.96
351,96,4,84,16,0.56,0.5333333333333333,0.96
359,96,4,84,16,0.56,0.5333333333333333,0.96
364,96,4,84,16,0.56,0.5333333333333333,0.96
366,96,4,84,16,0.56,0.5333333333333333,0.96
371,96,4,84,16,0.56,0.5333333333333333,0.96
372,96,4,84,16,0.56,0.5333333333333333,0.96
375,96,4,84,16,0.56,0.5333333333333333,0.96
376,96,4,84,16,0.56,0.5333333333333333,0.96
380,96,4,84,16,0.56,0.5333333333333333,0.96
382,96,4,84,16,0.56,0.5333333333333333,0.96
384,96,4,84,16,0.56,0.5333333333333333,0.96
385,97,3,99,1,0.49,0.49489795918367346,0.97
387,97,3,99,1,0.49,0.49489795918367346,0.97
393,97,3,99,1,0.49,0.49489795918367346,0.97
394,97,3,99,1,0.49,0.49489795918367346,0.97
398,97,3,99,1,0.49,0.49489795918367346,0.97
399,97,3,99,1,0.49,0.49489795918367346,0.97
401,97,3,99,1,0.49,0.49489795918367346,0.97
402,97,3,99,1,0.49,0.49489795918367346,0.97
408,97,3,99,1,0.49,0.49489795918367346,0.97
417,97,3,99,1,0.49,0.49489795918367346,0.97
423,97,3,99,1,0.49,0.49489795918367346,0.97
429,97,3,99,1,0.49,0.49489795918367346,0.97
431,97,3,99,1,0.49,0.49489795918367346,0.97
434,97,3,99,1,0.49,0.49489795918367346,0.97
436,97,3,99,1,0.49,0.49489795918367346,0.97
439,97,3,99,1,0.49,0.49489795918367346,0.97
444,97,3,99,1,0.49,0.49489795918367346,0.97
445,96,4,99,1,0.485,0.49230769230769234,0.96
446,96,4,99,1,0.485,0.49230769230769234,0.96
447,96,4,99,1,0.485,0.49230769230769234,0.96
448,96,4,99,1,0.485,0.49230769230769234,0.96
450,96,4,99,1,0.485,0.49230769230769234,0.96
455,96,4,99,1,0.485,0.49230769230769234,0.96
466,96,4,99,1,0.485,0.49230769230769234,0.96
467,96,4,99,1,0.485,0.49230769230769234,0.96
468,96,4,99,1,0.485,0.49230769230769234,0.96
473,96,4,99,1,0.485,0.49230769230769234,0.96
474,96,4,99,1,0.485,0.49230769230769234,0.96
475,96,4,99,1,0.485,0.49230769230769234,0.96
476,96,4,99,1,0.485,0.49230769230769234,0.96
478,96,4,99,1,0.485,0.49230769230769234,0.96
487,96,4,99,1,0.485,0.49230769230769234,0.96
507,96,4,99,1,0.485,0.49230769230769234,0.96
530,96,4,99,1,0.485,0.49230769230769234,0.96
535,96,4,99,1,0.485,0.49230769230769234,0.96
538,96,4,99,1,0.485,0.49230769230769234,0.96
551,96,4,99,1,0.485,0.49230769230769234,0.96
556,96,4,98,2,0.49,0.4948453608247423,0.96
574,96,4,98,2,0.49,0.4948453608247423,0.96
578,96,4,98,2,0.49,0.4948453608247423,0.96
581,95,5,98,2,0.485,0.49222797927461137,0.95
604,95,5,98,2,0.485,0.49222797927461137,0.95
607,95,5,98,2,0.485,0.49222797927461137,0.95
626,95,5,98,2,0.485,0.49222797927461137,0.95
637,95,5,98,2,0.485,0.49222797927461137,0.95
644,95,5,98,2,0.485,0.49222797927461137,0.95
659,95,5,98,2,0.485,0.49222797927461137,0.95
671,93,7,97,3,0.48,0.48947368421052634,0.93
676,93,7,97,3,0.48,0.48947368421052634,0.93
708,92,8,97,3,0.475,0.48677248677248675,0.92
732,92,8,97,3,0.475,0.48677248677248675,0.92
737,92,8,97,3,0.475,0.48677248677248675,0.92
750,92,8,97,3,0.475,0.48677248677248675,0.92
751,92,8,97,3,0.475,0.48677248677248675,0.92
754,92,8,97,3,0.475,0.48677248677248675,0.92
755,92,8,97,3,0.475,0.48677248677248675,0.92
760,92,8,97,3,0.475,0.48677248677248675,0.92
771,92,8,97,3,0.475,0.48677248677248675,0.92
774,91,9,97,3,0.47,0.48404255319148937,0.91
775,91,9,97,3,0.47,0.48404255319148937,0.91
806,91,9,97,3,0.47,0.48404255319148937,0.91
866,90,10,96,4,0.47,0.4838709677419355,0.9
877,90,10,96,4,0.47,0.4838709677419355,0.9
885,88,12,96,4,0.46,0.4782608695652174,0.88
898,88,12,96,4,0.46,0.4782608695652174,0.88
934,88,12,96,4,0.46,0.4782608695652174,0.88
981,88,12,96,4,0.46,0.4782608695652174,0.88
990,88,12,96,4,0.46,0.4782608695652174,0.88
999,85,15,96,4,0.445,0.4696132596685083,0.85
1056,85,15,96,4,0.445,0.4696132596685083,0.85
1075,85,15,96,4,0.445,0.4696132596685083,0.85
1078,85,15,96,4,0.445,0.4696132596685083,0.85
1169,85,15,96,4,0.445,0.4696132596685083,0.85
1189,85,15,96,4,0.445,0.4696132596685083,0.85
1206,79,21,96,4,0.415,0.4514285714285714,0.79
1262,79,21,96,4,0.415,0.4514285714285714,0.79
1264,77,23,92,8,0.425,0.4556213017751479,0.77
1265,77,23,92,8,0.425,0.4556213017751479,0.77
1270,77,23,92,8,0.425,0.4556213017751479,0.77
1272,77,23,92,8,0.425,0.4556213017751479,0.77
1309,77,23,92,8,0.425,0.4556213017751479,0.77
1320,77,23,92,8,0.425,0.4556213017751479,0.77
1336,73,27,92,8,0.405,0.44242424242424244,0.73
1446,73,27,92,8,0.405,0.44242424242424244,0.73
1497,73,27,92,8,0.405,0.44242424242424244,0.73
1557,74,26,100,0,0.37,0.42528735632183906,0.74
1695,74,26,100,0,0.37,0.42528735632183906,0.74
1720,74,26,100,0,0.37,0.42528735632183906,0.74
1749,66,34,100,0,0.33,0.39759036144578314,0.66
1915,50,50,100,0,0.25,0.3333333333333333,0.5
2078,50,50,100,0,0.25,0.3333333333333333,0.5
2346,50,50,100,0,0.25,0.3333333333333333,0.5
2351,50,50,100,0,0.25,0.3333333333333333,0.5
2481,50,50,100,0,0.25,0.3333333333333333,0.5
