low-freq,neg_res,non_res
1,98.9010989010989,40.909090909090914
2,100.0,36.36363636363637
3,98.9010989010989,36.36363636363637
4,98.9010989010989,35.22727272727273
5,98.9010989010989,34.090909090909086
6,100.0,34.090909090909086
7,100.0,32.95454545454545
8,100.0,32.95454545454545
9,100.0,32.95454545454545
10,100.0,27.27272727272727
11,100.0,29.545454545454547
12,100.0,26.136363636363637
13,100.0,25.0
14,100.0,25.0
15,100.0,25.0
16,100.0,25.0
17,100.0,23.863636363636363
18,100.0,23.863636363636363
19,100.0,23.863636363636363
20,100.0,22.727272727272727
21,100.0,21.59090909090909
22,100.0,20.454545454545457
23,100.0,20.454545454545457
24,100.0,20.454545454545457
25,100.0,20.454545454545457
26,100.0,20.454545454545457
27,100.0,20.454545454545457
28,100.0,21.59090909090909
29,100.0,21.59090909090909
30,100.0,21.59090909090909
31,100.0,21.59090909090909
32,100.0,21.59090909090909
33,100.0,19.318181818181817
34,100.0,19.318181818181817
35,100.0,19.318181818181817
36,100.0,19.318181818181817
37,100.0,18.181818181818183
38,100.0,18.181818181818183
39,100.0,17.045454545454543
40,100.0,17.045454545454543
41,100.0,17.045454545454543
42,100.0,17.045454545454543
43,100.0,15.909090909090908
44,100.0,17.045454545454543
45,100.0,18.181818181818183
46,100.0,18.181818181818183
47,100.0,18.181818181818183
48,100.0,19.318181818181817
49,100.0,19.318181818181817
50,100.0,19.318181818181817
51,100.0,19.318181818181817
52,100.0,19.318181818181817
53,100.0,19.318181818181817
54,100.0,19.318181818181817
55,100.0,22.727272727272727
56,100.0,22.727272727272727
57,100.0,23.863636363636363
58,100.0,23.863636363636363
59,100.0,23.863636363636363
60,100.0,23.863636363636363
61,100.0,23.863636363636363
62,100.0,21.59090909090909
63,98.9010989010989,21.59090909090909
64,98.9010989010989,21.59090909090909
65,98.9010989010989,21.59090909090909
66,97.8021978021978,22.727272727272727
67,97.8021978021978,22.727272727272727
68,97.8021978021978,22.727272727272727
69,97.8021978021978,22.727272727272727
70,97.8021978021978,22.727272727272727
71,97.8021978021978,22.727272727272727
72,97.8021978021978,22.727272727272727
73,97.8021978021978,22.727272727272727
74,97.8021978021978,22.727272727272727
75,97.8021978021978,20.454545454545457
76,97.8021978021978,20.454545454545457
77,97.8021978021978,20.454545454545457
78,97.8021978021978,20.454545454545457
79,97.8021978021978,20.454545454545457
80,97.8021978021978,18.181818181818183
81,97.8021978021978,18.181818181818183
82,97.8021978021978,19.318181818181817
83,97.8021978021978,19.318181818181817
84,97.8021978021978,19.318181818181817
85,97.8021978021978,19.318181818181817
86,97.8021978021978,19.318181818181817
87,97.8021978021978,19.318181818181817
88,97.8021978021978,18.181818181818183
89,97.8021978021978,18.181818181818183
90,97.8021978021978,18.181818181818183
91,97.8021978021978,19.318181818181817
92,98.9010989010989,19.318181818181817
93,98.9010989010989,19.318181818181817
94,98.9010989010989,19.318181818181817
95,98.9010989010989,19.318181818181817
96,98.9010989010989,19.318181818181817
97,98.9010989010989,19.318181818181817
98,98.9010989010989,15.909090909090908
99,98.9010989010989,15.909090909090908
100,98.9010989010989,15.909090909090908
101,98.9010989010989,15.909090909090908
102,98.9010989010989,15.909090909090908
103,98.9010989010989,17.045454545454543
104,98.9010989010989,17.045454545454543
105,98.9010989010989,17.045454545454543
106,97.8021978021978,17.045454545454543
107,97.8021978021978,18.181818181818183
108,97.8021978021978,18.181818181818183
110,97.8021978021978,18.181818181818183
111,97.8021978021978,18.181818181818183
113,97.8021978021978,18.181818181818183
114,97.8021978021978,18.181818181818183
115,97.8021978021978,18.181818181818183
116,97.8021978021978,18.181818181818183
117,97.8021978021978,18.181818181818183
118,97.8021978021978,18.181818181818183
119,97.8021978021978,18.181818181818183
120,97.8021978021978,18.181818181818183
121,97.8021978021978,18.181818181818183
122,97.8021978021978,18.181818181818183
123,97.8021978021978,18.181818181818183
124,97.8021978021978,18.181818181818183
125,97.8021978021978,18.181818181818183
126,97.8021978021978,18.181818181818183
127,97.8021978021978,18.181818181818183
128,97.8021978021978,18.181818181818183
129,97.8021978021978,18.181818181818183
130,97.8021978021978,18.181818181818183
131,97.8021978021978,18.181818181818183
132,97.8021978021978,18.181818181818183
133,97.8021978021978,18.181818181818183
134,97.8021978021978,18.181818181818183
135,97.8021978021978,18.181818181818183
136,97.8021978021978,18.181818181818183
137,97.8021978021978,18.181818181818183
138,97.8021978021978,18.181818181818183
139,97.8021978021978,18.181818181818183
140,97.8021978021978,18.181818181818183
141,97.8021978021978,18.181818181818183
142,97.8021978021978,18.181818181818183
143,97.8021978021978,18.181818181818183
144,97.8021978021978,18.181818181818183
145,97.8021978021978,18.181818181818183
146,97.8021978021978,18.181818181818183
148,97.8021978021978,18.181818181818183
149,97.8021978021978,18.181818181818183
150,97.8021978021978,18.181818181818183
151,97.8021978021978,18.181818181818183
152,97.8021978021978,18.181818181818183
153,97.8021978021978,18.181818181818183
154,97.8021978021978,18.181818181818183
156,97.8021978021978,13.636363636363635
157,97.8021978021978,13.636363636363635
158,97.8021978021978,13.636363636363635
160,97.8021978021978,13.636363636363635
162,97.8021978021978,13.636363636363635
163,97.8021978021978,13.636363636363635
165,97.8021978021978,13.636363636363635
166,97.8021978021978,13.636363636363635
167,97.8021978021978,13.636363636363635
168,97.8021978021978,13.636363636363635
169,97.8021978021978,13.636363636363635
170,97.8021978021978,13.636363636363635
171,97.8021978021978,13.636363636363635
172,97.8021978021978,13.636363636363635
173,97.8021978021978,13.636363636363635
175,97.8021978021978,13.636363636363635
176,97.8021978021978,13.636363636363635
177,97.8021978021978,13.636363636363635
178,97.8021978021978,13.636363636363635
180,97.8021978021978,13.636363636363635
185,97.8021978021978,13.636363636363635
188,97.8021978021978,13.636363636363635
189,97.8021978021978,13.636363636363635
190,97.8021978021978,13.636363636363635
191,97.8021978021978,13.636363636363635
192,97.8021978021978,13.636363636363635
194,97.8021978021978,13.636363636363635
195,97.8021978021978,13.636363636363635
198,97.8021978021978,14.772727272727273
200,97.8021978021978,14.772727272727273
203,97.8021978021978,14.772727272727273
207,97.8021978021978,14.772727272727273
208,97.8021978021978,14.772727272727273
211,97.8021978021978,14.772727272727273
212,97.8021978021978,14.772727272727273
215,97.8021978021978,14.772727272727273
217,97.8021978021978,14.772727272727273
218,97.8021978021978,14.772727272727273
219,97.8021978021978,14.772727272727273
225,97.8021978021978,14.772727272727273
226,97.8021978021978,14.772727272727273
227,97.8021978021978,14.772727272727273
228,97.8021978021978,14.772727272727273
229,97.8021978021978,14.772727272727273
230,97.8021978021978,14.772727272727273
232,97.8021978021978,14.772727272727273
233,97.8021978021978,14.772727272727273
234,97.8021978021978,14.772727272727273
236,97.8021978021978,14.772727272727273
237,97.8021978021978,14.772727272727273
238,97.8021978021978,14.772727272727273
239,97.8021978021978,14.772727272727273
240,97.8021978021978,14.772727272727273
241,97.8021978021978,14.772727272727273
243,97.8021978021978,14.772727272727273
244,97.8021978021978,14.772727272727273
245,97.8021978021978,14.772727272727273
247,97.8021978021978,14.772727272727273
249,97.8021978021978,14.772727272727273
253,97.8021978021978,14.772727272727273
255,97.8021978021978,14.772727272727273
256,97.8021978021978,14.772727272727273
259,97.8021978021978,14.772727272727273
262,97.8021978021978,14.772727272727273
263,97.8021978021978,14.772727272727273
265,96.7032967032967,17.045454545454543
266,96.7032967032967,17.045454545454543
271,96.7032967032967,17.045454545454543
273,96.7032967032967,17.045454545454543
275,96.7032967032967,18.181818181818183
276,96.7032967032967,18.181818181818183
280,96.7032967032967,17.045454545454543
286,96.7032967032967,17.045454545454543
287,96.7032967032967,17.045454545454543
293,96.7032967032967,17.045454545454543
294,96.7032967032967,17.045454545454543
297,96.7032967032967,17.045454545454543
300,96.7032967032967,17.045454545454543
312,96.7032967032967,17.045454545454543
314,96.7032967032967,17.045454545454543
315,96.7032967032967,17.045454545454543
317,96.7032967032967,17.045454545454543
318,96.7032967032967,17.045454545454543
326,96.7032967032967,17.045454545454543
328,96.7032967032967,17.045454545454543
330,96.7032967032967,17.045454545454543
333,96.7032967032967,17.045454545454543
343,96.7032967032967,17.045454545454543
344,96.7032967032967,17.045454545454543
345,96.7032967032967,17.045454545454543
346,96.7032967032967,17.045454545454543
351,96.7032967032967,17.045454545454543
359,96.7032967032967,17.045454545454543
364,96.7032967032967,17.045454545454543
366,96.7032967032967,17.045454545454543
371,96.7032967032967,17.045454545454543
372,96.7032967032967,17.045454545454543
375,96.7032967032967,17.045454545454543
376,96.7032967032967,17.045454545454543
380,96.7032967032967,17.045454545454543
382,96.7032967032967,17.045454545454543
384,96.7032967032967,17.045454545454543
385,97.8021978021978,4.545454545454546
387,97.8021978021978,4.545454545454546
393,97.8021978021978,4.545454545454546
394,97.8021978021978,4.545454545454546
398,97.8021978021978,4.545454545454546
399,97.8021978021978,4.545454545454546
401,97.8021978021978,4.545454545454546
402,97.8021978021978,4.545454545454546
408,97.8021978021978,4.545454545454546
417,97.8021978021978,4.545454545454546
423,97.8021978021978,4.545454545454546
429,97.8021978021978,4.545454545454546
431,97.8021978021978,4.545454545454546
434,97.8021978021978,4.545454545454546
436,97.8021978021978,4.545454545454546
439,97.8021978021978,4.545454545454546
444,97.8021978021978,4.545454545454546
445,96.7032967032967,4.545454545454546
446,96.7032967032967,4.545454545454546
447,96.7032967032967,4.545454545454546
448,96.7032967032967,4.545454545454546
450,96.7032967032967,4.545454545454546
455,96.7032967032967,4.545454545454546
466,96.7032967032967,4.545454545454546
467,96.7032967032967,4.545454545454546
468,96.7032967032967,4.545454545454546
473,96.7032967032967,4.545454545454546
474,96.7032967032967,4.545454545454546
475,96.7032967032967,4.545454545454546
476,96.7032967032967,3.4090909090909087
478,96.7032967032967,3.4090909090909087
487,96.7032967032967,3.4090909090909087
507,96.7032967032967,3.4090909090909087
530,96.7032967032967,3.4090909090909087
535,96.7032967032967,3.4090909090909087
538,96.7032967032967,3.4090909090909087
551,96.7032967032967,3.4090909090909087
556,96.7032967032967,4.545454545454546
574,96.7032967032967,4.545454545454546
578,96.7032967032967,4.545454545454546
581,95.6043956043956,4.545454545454546
604,95.6043956043956,4.545454545454546
607,95.6043956043956,4.545454545454546
626,95.6043956043956,4.545454545454546
637,95.6043956043956,4.545454545454546
644,95.6043956043956,4.545454545454546
659,95.6043956043956,4.545454545454546
671,93.4065934065934,5.681818181818182
676,93.4065934065934,5.681818181818182
708,92.3076923076923,5.681818181818182
732,92.3076923076923,5.681818181818182
737,92.3076923076923,5.681818181818182
750,92.3076923076923,5.681818181818182
751,92.3076923076923,5.681818181818182
754,92.3076923076923,5.681818181818182
755,92.3076923076923,5.681818181818182
760,92.3076923076923,5.681818181818182
771,92.3076923076923,5.681818181818182
774,91.20879120879121,5.681818181818182
775,91.20879120879121,5.681818181818182
806,91.20879120879121,5.681818181818182
866,91.20879120879121,6.8181818181818175
877,91.20879120879121,6.8181818181818175
885,89.01098901098901,6.8181818181818175
898,89.01098901098901,6.8181818181818175
934,89.01098901098901,6.8181818181818175
981,89.01098901098901,6.8181818181818175
990,89.01098901098901,6.8181818181818175
999,86.81318681318682,6.8181818181818175
1056,86.81318681318682,6.8181818181818175
1075,86.81318681318682,6.8181818181818175
1078,86.81318681318682,6.8181818181818175
1169,86.81318681318682,6.8181818181818175
1189,86.81318681318682,6.8181818181818175
1206,82.41758241758241,6.8181818181818175
1262,82.41758241758241,6.8181818181818175
1264,81.31868131868131,12.5
1265,81.31868131868131,12.5
1270,81.31868131868131,12.5
1272,81.31868131868131,12.5
1309,81.31868131868131,12.5
1320,81.31868131868131,12.5
1336,76.92307692307693,12.5
1446,76.92307692307693,12.5
1497,76.92307692307693,12.5
1557,76.92307692307693,0.0
1695,76.92307692307693,0.0
1720,76.92307692307693,0.0
1749,65.93406593406593,0.0
1915,50.54945054945055,0.0
2078,50.54945054945055,0.0
2346,50.54945054945055,0.0
2351,50.54945054945055,0.0
2481,50.54945054945055,0.0
